day,humidity,wind_speed,wind_direction,cloudcover,pressure,sunshine,maxtemp,mintemp,rainfall
21,68.94823157779035,20.922608017405196,346.82199631687814,2.85758324592706,991.1303972066231,8.003129369504169,30.44960213767284,16.013810893895894,no
22,31.15950885216335,8.920470221176522,201.6605460462631,4.3276687959926265,974.0531585180149,5.224755880797018,41.33211996418005,21.33586739148695,no
23,43.37157188281745,27.73188586129591,337.2560863319131,6.8544388322190155,1017.2383843291703,11.437441372729653,41.40384054986651,24.19184295218468,no
24,49.308947463495336,29.131747354961032,18.812836542968554,3.32456157148712,1032.6064684548285,8.630942406909982,22.480941622992024,20.85324953503234,no
25,56.48559873736288,28.32799467340302,150.7655948666981,0.5658565614671562,1017.3092130911217,11.1619824343506,22.26802206869577,17.07606157687507,yes
26,82.81407691144109,14.226426499723914,93.65680474633842,3.739210470128136,1032.4350447249349,6.3310556792659884,26.567386925048382,14.86683176104761,no
27,35.97390257266878,25.861279529679404,263.0955473930627,9.444485826943033,989.6992162207474,3.106851297517675,41.86915156384984,5.801381726965333,no
28,61.13875507308893,25.33648195605211,353.26695257900883,6.417343972985582,965.631697070886,0.6339202363766638,23.222564626837475,24.686439576280826,yes
29,67.39316550896339,9.573014197297669,92.3508224799292,6.71479148667207,1023.7950947397592,8.713018217806205,37.999920065686155,12.66962245150085,no
30,23.71603301759982,24.86746422452032,235.5028565306668,6.322821536376399,986.0474505141553,1.4556359760664095,22.52914049032758,8.044564278337337,no
31,68.60358815211507,1.1102290414647786,71.31514779350644,1.989921389594368,1017.1270825229133,3.633301539263606,35.57844634369563,18.334177107929136,no
32,33.64192989498332,17.88809635446159,203.51889164577958,4.183338641022801,977.0643941981766,6.389650894606769,28.901682477978618,10.685765781909186,no
33,25.20412743882236,6.900265118631092,167.01569520780103,7.509397983633183,958.1229634806673,6.772999053356973,39.72284907414668,16.715565418620955,yes
34,95.91084298026666,3.6170065733183643,349.92191866735334,1.0137289755315915,1049.2581795487763,7.206998363845632,25.84226122063409,16.735358156891824,yes
35,97.25056264596475,2.3085960488762747,219.06981817072796,2.7785277608971226,965.6201507930599,1.9950639641964076,35.980045734749,13.914596418057384,no
36,84.67178784931689,20.888663276344193,125.82229395125476,2.763191084658536,1048.8420993963482,4.556848857859785,25.892063364397124,21.72237231090085,yes
37,44.36910153386965,10.196248913041984,41.07448255965601,4.32018927594506,1047.7279932566448,7.406330725403601,37.84150707780384,10.29934123110886,yes
38,27.81376912051071,21.743003145862843,54.44885834457644,9.803687409421851,1029.381810390804,11.637826375605417,41.84195086401872,13.972651832354684,no
39,74.73864212097254,1.960690223968271,81.11409478244464,0.6750254668382194,1015.9422962081998,8.731573652396264,23.170044978169003,15.75384257181943,no
40,55.21219949916811,9.45871013491831,90.34799808250727,5.1870099438059505,1007.7807050251084,11.071245085127494,41.66489221488759,18.272494415345992,no
41,29.763058787582306,16.184738771260115,306.2217808228096,1.7936468201221045,1036.6101545377835,9.146544699770125,34.83938136035745,20.67943701011179,no
42,59.614152808901615,23.721694945168906,202.04020378170898,9.706765454097441,978.9439521619488,7.100603626708805,23.1777622716756,12.896145657565121,yes
43,22.75108168921747,9.562575087962097,188.42072809477193,1.133035047274642,996.7681212484877,2.3042804296361346,30.6885463839928,17.92093888193192,yes
44,92.74563216630257,18.776741293110273,41.31679387291829,4.036010023615912,1011.9389969366501,8.000227822710157,24.021507337127446,8.012219061370383,no
45,40.70239852800135,26.579332447085616,309.6502896057966,7.378849848346062,991.1190475869491,7.480554791518885,37.508697221664235,23.65296201084957,no
46,73.00178274831856,18.475895645469137,260.2131491550541,7.045544280274453,992.7486454090268,7.229630045487197,38.97170336044874,12.66117612842007,yes
47,44.93688608715288,6.988784242609013,24.360610284000572,4.227286368939323,983.0284667502084,5.877430415858889,22.644913006819973,19.590428439528768,no
48,61.605441694224865,0.7320234466961406,254.82063500271673,3.4652416795271823,1006.4231816684536,6.343879247871307,32.653496317366105,5.406821637643553,yes
49,63.73682234746237,26.102966217027898,195.67375824335258,3.9761237855287055,1035.0574528015115,4.013310325417249,40.365626400647926,9.10374285809614,no
50,34.788356442042165,0.6380823255116141,29.421124468840173,2.642762631586393,970.1528378006312,6.231752311707638,43.40407603877492,14.741650886471561,yes
51,97.56677022116469,26.24105018052598,164.98823095031634,2.053329387067998,1043.443303875344,2.370670868141739,32.83794666854425,22.56504935464693,yes
52,82.01062586888916,15.86811402081636,174.4906633668169,4.8303969755889,1018.9087653748229,9.662092768324522,43.75698059028518,15.545102999013542,yes
53,95.15991532513513,28.172030955386884,59.67883445877927,2.685337560676073,1032.327321268003,2.2293234563844937,33.39222426140074,23.59740964587758,no
54,91.5861880342119,23.96349707320996,340.45133292010166,2.874616648972501,1005.6190692630012,1.019595478673597,29.854762364997697,14.675937931655927,no
55,67.83199830488681,29.938023316000123,305.9911337330383,6.56756063474557,1027.9516701424063,5.234952316285888,41.20507821382239,14.808981934718998,no
56,93.74993880184934,10.521354463551305,240.848041438479,9.685373316998922,951.6200397339467,7.899689274072742,32.32456776145223,7.394935770010638,no
57,27.07940016415356,23.015648667933807,166.42640196021858,6.036372005593751,1031.8380424779534,5.252601899202496,31.797562764113074,21.053124883044397,no
58,35.67862899353162,12.057927408277266,148.23559497042305,0.7697946706496628,954.0138859085366,3.321049583415703,32.25781223524571,9.93930824934125,yes
59,23.618183112843045,14.396268609117266,234.3504481743435,0.7558361385406698,1038.9913376362863,6.698054206685288,41.16962504674363,22.9922497874463,no
60,46.02642646106115,18.825163896551103,196.35547298648598,9.51423220845566,1049.1962747238642,4.164028024946399,40.7985385422013,23.216484406607922,no
61,51.09418317515856,26.21031342559016,22.418318117478822,2.9729079030733363,979.4067462176778,11.194412281519597,30.087999811005282,23.866202237482995,no
62,41.70792254191167,29.522504075978855,184.5009535573194,0.9206698608247543,971.0318556285794,11.071741675242865,28.332496496763127,15.4046097820618,yes
63,86.29900073215435,23.048202415935545,290.30530220382224,5.990445871503816,1026.5363363858041,6.0284618396651455,32.298200600978234,18.541875695672886,no
64,48.540266135487144,12.533003465020013,165.3263559349049,6.236487782902661,975.3026340920253,3.934607928219102,34.31931274342773,20.57031760123327,yes
65,42.47476077499046,12.640710068312105,18.70436791953663,6.485048201186881,1036.5562383172203,8.845588967479669,25.958430265699924,7.6202923730093115,no
66,63.41568665265988,22.127469047666743,283.0601517782519,2.674020278575413,960.2842592157476,0.4405553217967997,39.84887711788977,17.019143899949945,yes
67,31.27393799798101,7.1633143730490705,72.49096156895078,0.15110684214475034,962.5955196379358,5.697228072523815,32.162069143310575,5.685958026066233,no
68,84.17575846032318,3.3142233939418397,93.10350055969396,9.650153694544718,1047.9151555100616,4.035880731244003,28.35113871049899,14.951321667774518,no
69,25.964051494381664,10.638664729223295,59.29428723562652,2.508930456911025,1017.3838898270004,11.046430621230655,22.670524824099765,8.096853632404548,no
70,98.95095492804138,8.617169749622452,118.87742335373912,6.760262880525475,1034.6887224428954,0.1440363272721905,25.971129010090173,8.658458519241695,no
71,81.77958154373259,8.889243613679703,272.4305420479086,7.0662986987870955,982.4329377351518,6.633778508620189,43.73202929389959,12.30095133385203,no
72,35.89725452273379,7.008232531497298,186.97890942141746,6.100074170794857,1017.6483749520604,8.887962972799512,27.627492170488164,13.64874333433006,no
73,20.441769369888192,1.2627956890908565,73.75725869425652,3.129073942136482,1009.4241827308597,5.820215850288495,24.221482234175884,17.463448490643746,no
74,85.23691427638673,0.5362180420024143,316.0188281347347,2.7109625376406576,1010.3150120122947,1.02483636195266,31.51681979137483,6.488568368770313,no
75,76.54858750780937,29.631671692080946,316.6494677825505,5.976682827027031,1018.2532459537722,11.669536680334826,27.67719358400622,15.073835224748892,no
76,78.32057344327899,12.83319401207587,313.40823301656246,8.660956336116914,1007.5359173129099,6.2161251765131755,20.878981256779852,8.652502605062022,yes
77,81.70162773487566,11.52979941479045,85.96663609735414,9.467337289233956,992.9062369302666,7.370234931828136,28.07863043198543,16.479503500634838,no
78,25.92357213872723,20.389418480792095,162.44616390515571,1.0590580440375763,977.5922694380547,2.839317392490088,33.60271559848671,17.74809224522367,no
79,48.67725828354181,6.5476166359519254,354.596276210715,1.5482861259771985,1026.8581330913203,5.801977021281646,33.79280930049917,16.134185131057077,no
80,29.269524762010377,28.49883551850676,277.9244914715965,9.447362587830796,972.6272430003186,5.149793903499862,28.913973029422216,19.76591020956615,no
81,89.04827407004748,23.59035043246656,9.780271641201534,7.365352283347926,1019.2354306154414,0.8987501040238048,31.182568906315016,11.712184884818026,no
82,69.86385014620464,2.6823300693677856,23.47365285377714,8.829938248297731,973.3332822649327,1.2739242425696067,44.13794795586916,20.302131832662617,yes
83,46.471841988211935,12.52742327354785,167.0152956524398,2.026326341353432,1012.5330169954453,10.049670235425294,29.433711930757788,13.655341634163873,yes
84,25.084668022881893,26.37354922686494,327.31927411016164,5.875858711094018,1024.707826712903,2.877839426479083,26.455670331499576,14.683689966451936,yes
85,44.878585737252976,28.34196066874231,193.93264726297713,7.011395944174737,971.8713888906539,2.3394992579835665,26.086676101669003,17.96204254522143,no
86,46.014665762139764,14.022045337496092,179.21250289234447,6.801118854469727,955.9943300861308,6.058937415001671,31.444115317603355,5.36716767998448,no
87,78.36849426704512,18.40234167632123,37.97053198438701,4.081516908666981,963.0973742994174,9.224965576350154,38.988003717923604,18.079884428404966,no
88,71.00459770841705,5.0110183827622565,236.44083770074585,0.15394891691308477,1010.5996967271026,0.743358222947855,25.14970460471183,17.371702981442308,no
89,90.97701940610612,29.735058784109295,295.9571378160812,5.829260568042631,1034.9446406225736,6.92169503565907,37.732403178519206,11.196942335065598,yes
90,57.777194012955945,6.950151041503302,136.95120270272244,2.5310153917960876,954.4996821235425,1.4305253140868803,20.528745583735407,6.71588569798979,no
91,29.567539675064136,28.28195322405377,279.2202663331179,4.502542461428903,1023.4151259041646,0.4375326099074215,30.47332444959865,6.818708998260822,no
92,77.0595829778396,19.489399469771055,347.21159540429215,9.575810150838173,984.1318645950053,0.6329274259466087,39.396626630069676,23.464474939704573,no
93,80.8628038893518,18.232103846365774,73.35592528596807,3.990353176424347,997.8528369919522,10.009969298501296,28.468323894360786,18.785586424516744,no
94,64.9021758055597,15.380655330495257,188.39866723010687,8.398016066644267,1042.8859549845565,1.4156698035367388,34.09342753613499,7.542052275414807,no
95,81.67737439636488,6.920094351532761,103.3696649104472,1.8854060574925113,983.1971504735845,0.5418163729475034,25.12448082064777,12.134463386178126,no
96,59.50364770915126,5.295840960165248,285.42759085218216,6.724604980250288,996.5336933939486,5.254798645714947,38.54988477815431,16.84965987803193,no
97,61.818626350559526,6.61458627210526,207.9336117172167,9.770069544389434,951.3682414760681,10.127921663304297,21.30697758171899,21.711434101812973,yes
98,54.20328146868397,5.593147864327635,228.44967031810936,1.018931008729368,958.1598720004838,3.148900517871623,41.313566121887504,5.873218574260171,yes
99,22.033530139527613,23.3875342070026,287.2490974617219,0.08319942227192012,975.8591591134784,5.060551410310996,24.954909660541702,9.732662629400178,no
100,28.631314159464356,10.503757775001903,142.54937015848375,4.335827926326143,952.7852240821074,0.4790703907650147,41.85995079270827,22.7949798059076,no
101,22.51433485493874,1.735280296901891,329.4324246265356,0.926254830513672,1013.1375326048251,5.3889421696185105,28.81323103251293,5.18331100367633,no
102,70.91283290110243,29.07307890422434,191.8903922086104,7.483843496762313,992.6398356801623,6.931356967645604,38.067089361862166,9.027982055877748,no
103,45.148478486106136,26.51357654890277,56.863736220725286,9.14548663848559,1004.8145202728022,6.8508846450257375,27.98063244465471,24.18048351945932,no
104,60.685655293176225,27.83256849585639,250.52368254076887,4.340209727087588,967.464718589633,3.989120306092382,42.647791780866186,17.268036930443422,yes
105,92.60531791408744,29.847234679393058,285.5740861577716,2.5871164215544096,979.5932029436616,3.786398167957626,23.16592813795936,10.233427332750129,no
106,39.94337833191,5.216857476584619,114.03420374430961,4.344033190066098,1016.3824474852725,1.2794834272391746,24.462994731814966,6.339821887916952,no
107,52.830633842850375,11.887260567079762,308.5845325195511,7.2344781785000105,1046.53027236304,4.401579847755221,32.32575312897006,5.563826808944443,yes
108,80.4440910834439,22.74715427112274,326.2115717156759,0.09054161580370979,955.0416773602209,1.1939360264755758,22.048460975953653,9.894901592738545,no
109,38.3038532393298,20.880618541613767,99.68561545601122,5.894539894846972,1039.0384320855267,9.19915133654462,24.899504617544046,22.62971639177821,no
110,26.158392786303438,4.616877190195652,354.0677301774799,6.132916848873791,1007.6881201311209,11.59529157297823,43.59415955530036,13.318273085950189,no
111,43.180116233101444,24.474993749718532,50.65615009755303,6.376882468959355,1006.3919566755624,11.640893480000482,44.41224152869718,19.40666738331986,no
112,32.897702980320354,6.73321715509982,72.72564062489639,2.420220799808772,1000.027853520776,10.380853192504727,29.40648323326055,23.365700707599157,no
113,94.37581218740584,6.714528444678693,66.32094212568941,7.140527233781268,956.9394085904183,7.209505792075429,43.082150525348396,13.160809232056332,no
114,84.64963036515336,16.109232686802407,321.83629560283333,0.9139148633177641,958.9876851736161,8.41038836692656,33.620616891835795,8.825547420747942,no
115,70.67230052083389,17.788198045251093,235.54531883698627,1.9927033646680081,1010.0912005659086,3.422469632164969,26.743561646844178,15.34235861713839,no
116,89.71684721501742,17.402586235134336,54.75754196001824,8.77470046654482,984.0958571435558,7.569245042071447,37.55996802701497,23.161673741197088,yes
117,84.29376615192916,2.744605121932646,158.51643061260563,7.387231507265664,1041.726806657768,5.46779459327853,36.472545164371425,21.087488282754013,no
118,34.925604710882865,26.32382587891141,221.50728902512873,0.1374555401134525,990.6590537359473,5.78420807732319,44.72813297771833,6.316596867263076,yes
119,91.40471987919823,7.968001277661182,30.047070596177985,2.4837626036980023,964.328145870264,9.093318724501895,26.626182185232082,18.851456001551636,yes
120,63.147379353252056,3.885447638484125,317.66989262664197,2.1440648299316454,1021.4718833502036,3.3830202671670198,36.801487566543386,16.437950449179077,no
121,84.595212413125,26.662442396069316,289.29727275895266,2.7080632803697258,979.335342144101,3.8164753403342386,21.300593875736173,23.14926352692851,yes
122,91.68730399387945,28.6695449468926,181.87443848758977,2.475597702798864,1002.5470307355893,11.09570149354364,22.841150967417985,7.449628337005945,no
123,45.44027799774911,25.86382851796352,348.1655814933014,0.6252629574284574,1019.783278550517,0.6746915382116669,20.097959373777332,15.680722264093133,yes
124,28.80415396221414,24.285482241746344,150.3939525390359,4.589405165968204,1040.026411120207,5.827611580960085,44.986517026491825,22.589253870237847,no
125,38.234813003355335,19.65725941917065,354.27971485313924,7.327334747861651,1029.2191194801676,10.953609604894341,40.05684242868695,13.20047573483486,yes
126,54.1686230901005,16.52572111827418,240.45119956930574,6.067317247174364,1017.6361067872724,7.324356093817884,39.66807536833852,14.63989835465734,yes
127,85.44118127379944,2.609602797342304,228.48165837141892,6.728716685980798,1017.9633182395144,6.556884890545585,32.743151882204494,6.409213553339166,yes
128,88.85844666050747,12.253596392120961,59.7437623064826,0.8114917853623915,1044.5924644032086,2.9969301507522625,27.501677072636,10.562872808978216,no
129,20.556170442495258,11.18065551036942,317.4939929896718,9.514907101767871,979.5824097496536,4.119305868773379,23.7816071115669,11.490132983378947,no
130,60.85978420620526,7.792613512809786,153.89628765142146,8.384918338430248,950.1112094196187,10.224580989656316,27.11686847116159,23.902448974897737,yes
131,53.39288025190232,21.70260341065755,58.40402608169257,8.050903184956628,977.1954559398199,6.710617581221498,29.39928054822848,10.653347210823181,no
132,37.76862483765842,14.876272052363124,4.538707191273255,8.229838050417674,971.7891379626744,6.176906325081358,38.90775242450735,14.21737470539304,no
133,29.589229386694626,2.431386477229438,201.51204610981773,9.327105081327613,1016.1834585113999,1.194956562480347,33.49154472257881,18.426088471285595,no
134,47.00921371229023,6.6054960584943405,189.86386396416347,5.442539661136977,1013.3711599765529,0.19233787746147746,21.937090663887066,8.243667448157549,no
135,95.43277631300154,20.497762909787877,258.9673040528971,2.002820178676259,1009.3461382704724,11.56422226424459,20.450725223972807,14.72884774283749,no
136,45.856234561660415,2.2839257847090053,320.4928990864088,6.167836078525411,951.6243443209454,4.523834007442099,22.558304488351578,19.770780789518152,yes
137,61.50324973946929,25.53620742146306,28.58637047149063,7.42881493667939,1022.8778054450647,7.238556745194051,30.262467842434482,22.33710426054132,no
138,76.24151671161422,14.85439581041923,263.33873652253044,7.379173933540254,982.3530412485492,0.9565808782474199,43.32982292622546,17.525185493248536,no
139,49.09036819034352,14.417597319799441,67.4682998751296,5.214490241668801,1016.5055989006631,8.197371428676558,35.93506203023054,18.38107030633896,no
140,97.74256661767686,17.772233539785528,308.94373913657904,0.6845871933357806,1005.6578428502153,11.19080050447153,40.04564749688788,7.525669451691379,yes
141,96.99578359536889,24.740428977754476,294.8628649901962,3.7111293843012785,984.2730925427907,6.9079830359690355,31.659364862613714,23.915529944926945,yes
142,40.14258366602913,10.434276237065792,194.68575179479598,9.207666084633573,963.4576267104108,1.5133838685049268,29.04165207987607,7.651481549689647,no
143,59.77988047139084,20.340484576771907,255.68740750439216,5.84448909757426,959.4418897660481,6.98065832968172,22.710009317915567,20.493458743635966,no
144,44.07026478534157,16.97195891987373,113.16604074614942,5.383319432557134,1033.1518333112224,9.196166557255829,41.89832555465512,10.296326435566376,no
145,42.78723955019741,8.01084810508264,169.62044361581326,2.688535143821935,1041.8397542081557,4.876998438888224,39.57900072569757,23.67186287402503,no
146,22.950955788362624,26.35889959065474,295.7892831757698,3.684489199165789,1014.97880467643,10.558052975297613,24.20295243994313,19.399190787389593,yes
147,68.76514671839175,23.922780648207844,165.335470982357,8.953460891531693,960.3434114860484,7.784195440288373,32.80651409690651,20.076274259567377,no
148,60.21432185830892,19.753555039752765,128.80737551715904,6.664630475268357,990.2027216888241,10.79098701947043,32.18437019803112,9.381183461197667,no
149,24.118300099999146,25.51745187282726,177.91648101010796,7.873870267523328,1022.8939200105158,7.4820637349680466,35.62728881716322,13.860799532703217,no
150,42.29171713892892,26.01882602879407,298.1697308773986,4.543454230676551,1027.9820884010069,1.5754556640578907,43.654672349781535,17.35626389178573,yes
151,92.6612708773323,21.250889301451043,120.67489705351419,6.302472194561579,961.8218622291089,3.7163005332622694,34.494286044061994,20.399472364132016,no
152,39.16495125335779,25.110399850910163,62.554173528867764,2.483836087432075,950.0030718845383,2.421539379029483,33.505431669465466,7.0791875182477915,no
153,31.591589767297847,20.924143850078508,256.3250473190811,7.054608302834863,1021.2137045880605,10.905917972602348,21.2580733233666,24.247306329090566,yes
154,59.15622082220504,20.404223152809013,297.35215657490943,4.276013337033373,985.6596175986206,9.124800807449791,21.5726869004506,22.80441341109112,no
155,98.85203632884806,18.558341346455528,36.229492268472,4.4254551481474556,975.448133161826,8.116780426920073,24.683669783169723,10.406971809911687,no
156,39.364421720920035,22.581499186729236,86.3546805921401,6.493223245768816,951.2897469789525,3.61159583557946,20.811769292293707,21.45520486064664,yes
157,73.77084379247029,4.7581531587922115,51.109916313957804,9.362806214689266,1004.02994067615,2.2085372646025623,38.58382238925031,15.366478460796468,no
158,80.9295692262974,26.426122775967855,125.25890816957998,0.6400634660862092,1035.115073542598,9.077413055866941,38.08325759984908,14.236129631240374,no
159,39.01100351939198,26.15530583235696,162.12635240594855,8.247432373470076,1045.763164627259,5.689895350548956,23.401405860791073,11.288682116228108,no
160,78.25730788894876,0.8774184910367744,269.57748130679033,2.9238311041219314,1006.5744950613289,2.7094746258075495,40.90197251988202,16.619371732631848,no
161,49.422650617540256,24.77450251694288,234.4131305574027,4.439194545063778,1001.4461327739895,7.399463737983301,23.8696508711528,19.597782354071956,no
162,70.58446644748636,3.866096024203356,223.5342842922352,0.21913328775008956,958.5056385489241,0.4840062256614237,27.52938967493397,13.218658099255165,yes
163,70.68237686087159,10.053565627774256,126.85498077947558,3.0104607783431305,1004.88728015426,3.914043049539042,26.224422479034125,17.584383860165843,no
164,62.86197472598068,22.30524768874823,302.9211191105136,5.026312426301304,987.9979078965395,5.622683935093615,29.307677464326197,18.986258423106076,no
165,27.223181604352664,4.822796881449246,169.66338026333923,0.5617607734743901,1010.7135280883576,1.77550000931287,26.366594147249046,19.22243634030572,no
166,86.82419964713904,24.539010723571867,352.47777768545564,4.910957293831651,988.8726347876546,11.815853731090074,32.2237731609613,6.039321962623605,no
167,45.66240519773886,24.964025338732256,228.29116978646528,9.271106288584273,974.0299123450367,2.509168375075371,30.185197033867134,22.194956113701338,yes
168,34.92148083198834,15.224032012825086,45.455306963220984,1.0539321810780522,959.4965275228376,1.5642375605191865,44.664237269483166,14.165066295300958,no
169,23.262011324381113,0.1915761515050074,243.42392234715624,7.644407280755043,981.4918444588895,2.4424184866427567,21.398158753205642,10.248321633924288,no
170,67.27143545505935,8.611143995247383,117.03744555541164,4.096710533759927,959.6644834287753,9.22873359791669,23.55453440968379,9.835290149593632,yes
171,74.2051489473826,18.507807551272265,247.07779080699507,6.55173714524338,967.6896950823984,5.106067911262114,21.320647347715063,14.66028225687901,no
172,21.32702631422849,29.435585340822705,25.070813338466067,2.6023659798522933,1048.7336158579546,6.784991277030456,35.646029874559396,22.736630789379184,no
173,60.96744466394248,18.954405810500052,62.95731738334538,1.5949226254135829,994.4103556906618,0.25210988383632893,21.36273193534299,12.566951633652938,no
174,38.11966201583503,7.794107431924794,308.06541320608306,1.6046261427122643,1003.1871766505017,0.4131757028797747,40.91099343440308,19.994514935670864,yes
175,71.61382323275599,19.020171092988342,81.78464052846536,0.7049194564314465,1037.3618528737215,5.349906597924194,32.7984657670482,6.936374619744372,no
176,33.94931432039932,16.199561391475665,301.3348050874584,1.8564670490124302,1049.556890049069,9.799862918419482,33.175190614538344,14.521134043021235,yes
177,75.27501904819728,23.395361854534308,100.53939184358775,6.642193849889683,1008.2714449344681,10.622866544490783,34.03986269280485,24.833722807854713,yes
178,50.93882770404299,3.209419164808752,231.43748762113475,8.81690611843508,1031.2473821044173,1.0404788111476826,24.27034265765527,20.408756055846737,no
179,94.93839909893876,22.830837075060842,249.89420646353915,8.141256855911617,982.6941024336675,6.460357225212274,24.94225757786219,9.21056976881226,yes
180,31.00167553167946,16.23799736028331,184.55571113221905,6.851343098744841,980.5743957447291,10.958756235351245,27.970433071825116,15.028829473958215,yes
181,47.285308084020684,28.88976011576984,109.91184361082327,1.1043186341110267,990.270372099456,4.655673052774636,34.837410395546286,9.67249527297133,yes
182,29.077881699247126,10.256164981160582,76.5519754935946,2.8918744629594983,1017.2507262673649,9.954789977140424,25.252944398505363,13.191218545250186,yes
183,93.97548946228503,18.978656794018445,11.94816764247344,3.0980687532246898,1018.2191689255098,1.6043478527932344,22.90829317833153,20.601680474699293,yes
184,90.18714827047847,27.960843165300524,109.42070444666057,2.4995694639762123,981.5239434649451,11.224733876013584,44.252922160460805,20.424496305808074,no
185,40.63533021721245,3.0752918397203777,235.1386045912619,5.150056597097231,963.3209924136629,9.017079810375632,20.549545370240573,9.562007558047704,yes
186,72.79872368273432,28.116854617093534,337.7897346414538,5.355538148796725,1013.2396256465508,11.29601271344282,40.06743513340054,23.444466363097202,yes
187,85.37777601609727,20.636571669024402,313.63361361469873,3.568859751711102,962.8325862188765,8.119406802630078,39.700878739375554,16.851363655296538,yes
188,64.416064927957,2.0351117731551573,275.7833195527089,3.53789158736436,1007.849250822933,4.360847183993124,27.4303528461274,12.59848581924029,no
189,62.37204626848052,9.028907008404488,283.8410435711875,8.285555979060813,1019.3422128056309,11.258174070296668,23.390665400182836,15.038711615617213,no
190,39.34818327203614,21.24516265935845,239.3945652513583,7.892928483196856,1020.0611496394451,3.3068013157101417,23.640716167635585,17.101425068754875,no
191,27.44822142447194,2.020518044063151,93.70326872376108,3.0779583168074565,1025.3472110659598,3.9860702647407904,37.43579043092981,16.197810636915708,no
192,91.77726063626613,17.465113805288198,326.59021105409875,9.137884438732593,1037.2859421565665,8.409701016020884,36.070164777154346,14.728100710723563,no
193,92.03344457306643,10.376491708588702,241.46363228610025,9.52815017002506,999.9958991964788,9.183795594304636,39.56864185628467,15.098656081788002,no
194,70.64811658186144,18.627465533024314,201.75862715295838,3.267425420300408,1023.0249189529571,11.152841806189846,43.43702930997762,8.528238208557724,yes
195,47.122383283896056,1.3722610143753855,39.956208916853186,3.5442494879305486,1011.9172735365837,2.457628908674514,37.2981840816648,21.25465808609359,no
196,47.93676596901287,26.14610418457129,160.93999577031315,5.056341534219588,968.6639939797683,9.575976422630688,23.89628841378609,15.835206398820308,no
197,78.07645430961915,29.204669075321906,165.72897763269347,9.411208125336735,952.5689644869408,8.86255264076356,26.086065419135267,7.621597234094062,no
198,91.76882079620617,29.066335658570743,311.2428994281612,8.763194331423115,978.4541385676933,0.7655346750431744,41.05484327182786,20.323142031655557,yes
199,90.96691394120938,22.48955495228774,196.79335926760385,1.025679625835898,994.3033706337619,4.6466776945224835,25.232651895855213,23.648879567547016,no
200,82.3900436686099,3.902587203918959,136.94419762934749,3.927307432714162,1011.7105944428656,3.393185484721183,21.813057923862036,23.94613798473924,yes
