ride_id,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity,payment_method,seat_number
111,2024-05-14,12:27:00,Location_B,Location_A,van,50,cash,31
112,2024-07-19,13:55:00,Location_B,Location_A,van,50,card,35
113,2024-11-23,17:43:00,Location_D,Location_D,van,30,mobile_payment,23
114,2024-09-24,03:41:00,Location_A,Location_E,minibus,14,mobile_payment,14
115,2024-02-02,16:03:00,Location_E,Location_C,van,30,card,24
116,2024-02-17,11:44:00,Location_D,Location_B,van,50,mobile_payment,36
117,2024-03-02,03:09:00,Location_C,Location_D,van,30,mobile_payment,24
118,2024-08-03,02:46:00,Location_C,Location_C,bus,14,mobile_payment,14
119,2024-10-19,01:56:00,Location_B,Location_E,minibus,30,mobile_payment,30
120,2024-04-08,16:05:00,Location_B,Location_C,van,14,cash,14
121,2024-06-20,07:34:00,Location_B,Location_B,bus,50,mobile_payment,34
122,2024-12-25,17:53:00,Location_E,Location_C,minibus,30,card,28
123,2024-08-01,00:47:00,Location_E,Location_B,bus,30,cash,24
124,2024-02-04,06:02:00,Location_D,Location_B,bus,14,cash,14
125,2024-08-14,22:03:00,Location_E,Location_B,minibus,30,card,19
126,2024-04-10,08:36:00,Location_B,Location_C,van,30,mobile_payment,27
127,2024-05-10,18:14:00,Location_D,Location_E,van,14,cash,14
128,2024-09-13,07:37:00,Location_D,Location_A,bus,30,card,22
129,2024-01-05,17:18:00,Location_A,Location_A,minibus,14,card,14
130,2024-08-05,23:46:00,Location_E,Location_C,minibus,50,mobile_payment,34
131,2024-09-11,06:09:00,Location_C,Location_E,van,30,mobile_payment,30
132,2024-12-24,05:13:00,Location_C,Location_A,bus,14,card,14
133,2024-10-09,16:40:00,Location_A,Location_B,van,14,mobile_payment,14
134,2024-07-25,18:29:00,Location_B,Location_C,minibus,30,card,21
135,2024-01-15,04:54:00,Location_A,Location_C,minibus,14,mobile_payment,14
136,2024-12-11,06:18:00,Location_B,Location_D,van,50,mobile_payment,39
137,2024-02-11,19:57:00,Location_E,Location_D,van,50,card,31
138,2024-06-27,06:23:00,Location_E,Location_D,minibus,30,card,24
139,2024-03-03,01:56:00,Location_D,Location_E,bus,50,mobile_payment,41
140,2024-12-17,22:47:00,Location_D,Location_C,minibus,30,card,22
141,2024-08-18,12:39:00,Location_D,Location_D,bus,30,cash,21
142,2024-08-28,05:37:00,Location_D,Location_C,van,14,mobile_payment,14
143,2024-02-21,08:35:00,Location_C,Location_B,van,14,cash,14
144,2024-04-05,10:04:00,Location_D,Location_D,bus,14,cash,14
145,2024-08-09,16:51:00,Location_D,Location_C,minibus,14,cash,11
146,2024-08-18,06:26:00,Location_D,Location_E,minibus,30,card,30
147,2024-08-24,14:56:00,Location_B,Location_E,bus,14,mobile_payment,14
148,2024-05-22,14:45:00,Location_D,Location_E,bus,14,mobile_payment,14
149,2024-06-19,12:10:00,Location_A,Location_D,bus,50,cash,31
150,2024-01-29,12:25:00,Location_D,Location_E,bus,30,card,25
151,2024-02-05,21:27:00,Location_D,Location_A,minibus,50,mobile_payment,31
152,2024-01-13,23:28:00,Location_C,Location_B,van,50,mobile_payment,34
153,2024-06-08,08:41:00,Location_D,Location_C,minibus,50,mobile_payment,38
154,2024-11-22,03:48:00,Location_B,Location_A,bus,14,cash,14
155,2024-07-05,13:55:00,Location_E,Location_D,minibus,30,cash,29
156,2024-08-30,17:42:00,Location_D,Location_C,bus,50,cash,37
157,2024-03-26,15:32:00,Location_D,Location_C,bus,50,cash,37
158,2024-10-10,06:59:00,Location_D,Location_E,bus,30,cash,26
159,2024-03-06,09:08:00,Location_C,Location_C,bus,14,mobile_payment,14
160,2024-06-18,02:53:00,Location_E,Location_C,minibus,50,cash,39
161,2024-02-14,22:13:00,Location_C,Location_B,bus,30,card,19
162,2024-03-02,14:01:00,Location_C,Location_D,minibus,14,cash,7
163,2024-05-13,23:13:00,Location_C,Location_A,minibus,14,cash,6
164,2024-10-10,15:06:00,Location_B,Location_E,van,14,cash,12
165,2024-01-28,03:49:00,Location_E,Location_B,minibus,14,mobile_payment,14
166,2024-04-17,23:26:00,Location_B,Location_A,van,14,mobile_payment,14
167,2024-02-13,04:37:00,Location_B,Location_A,van,30,card,29
168,2024-12-05,06:14:00,Location_E,Location_B,van,14,mobile_payment,14
169,2024-10-12,00:55:00,Location_B,Location_E,minibus,50,cash,38
170,2024-11-26,03:28:00,Location_E,Location_D,van,30,card,25
171,2024-05-07,00:42:00,Location_D,Location_B,bus,50,card,36
172,2024-12-13,17:45:00,Location_C,Location_B,minibus,50,card,35
173,2024-08-18,21:10:00,Location_B,Location_B,bus,14,cash,13
174,2024-07-08,09:58:00,Location_E,Location_E,minibus,14,mobile_payment,14
175,2024-08-12,16:35:00,Location_A,Location_B,van,30,mobile_payment,21
176,2024-10-09,23:46:00,Location_B,Location_B,van,30,cash,15
177,2024-04-30,15:20:00,Location_B,Location_C,minibus,50,mobile_payment,36
178,2024-04-25,12:08:00,Location_E,Location_C,van,14,cash,11
179,2024-08-20,10:10:00,Location_A,Location_C,bus,14,cash,14
180,2024-09-15,05:00:00,Location_A,Location_C,bus,50,card,37
181,2024-12-24,21:05:00,Location_D,Location_B,van,14,mobile_payment,14
182,2024-07-16,12:21:00,Location_B,Location_C,minibus,30,card,25
183,2024-05-16,23:30:00,Location_C,Location_A,minibus,50,mobile_payment,40
184,2024-11-13,21:36:00,Location_B,Location_D,bus,14,cash,11
185,2024-06-13,14:26:00,Location_C,Location_C,van,50,card,30
186,2024-08-12,17:51:00,Location_C,Location_E,van,14,cash,14
187,2024-11-02,13:46:00,Location_E,Location_D,bus,14,cash,14
188,2024-08-21,04:57:00,Location_B,Location_A,minibus,14,card,11
189,2024-06-20,03:31:00,Location_E,Location_D,van,30,card,30
190,2024-05-31,01:06:00,Location_D,Location_D,minibus,50,mobile_payment,40
191,2024-11-10,09:47:00,Location_C,Location_A,minibus,30,mobile_payment,30
192,2024-06-08,09:49:00,Location_A,Location_C,bus,30,card,17
193,2024-04-05,16:29:00,Location_C,Location_A,minibus,50,mobile_payment,37
194,2024-08-20,20:59:00,Location_D,Location_E,bus,50,cash,36
195,2024-06-28,12:00:00,Location_C,Location_A,van,14,cash,14
196,2024-04-22,00:46:00,Location_E,Location_B,minibus,14,cash,14
197,2024-11-13,00:37:00,Location_B,Location_B,bus,50,cash,41
198,2024-02-21,12:58:00,Location_A,Location_D,bus,14,cash,13
199,2024-09-24,00:36:00,Location_E,Location_C,minibus,14,cash,14
200,2024-10-21,08:29:00,Location_B,Location_C,bus,50,mobile_payment,45
201,2024-04-22,16:47:00,Location_A,Location_B,van,30,card,22
202,2024-04-10,07:48:00,Location_D,Location_E,minibus,50,card,32
203,2024-04-22,14:55:00,Location_C,Location_A,van,50,mobile_payment,36
204,2024-03-21,00:11:00,Location_A,Location_A,bus,30,mobile_payment,30
205,2024-07-05,04:23:00,Location_D,Location_A,van,14,mobile_payment,14
206,2024-04-22,05:24:00,Location_B,Location_E,bus,30,card,25
207,2024-01-02,00:24:00,Location_A,Location_E,bus,30,mobile_payment,30
208,2024-05-09,00:31:00,Location_D,Location_A,van,50,mobile_payment,42
209,2024-08-07,09:41:00,Location_B,Location_A,minibus,14,card,14
210,2024-02-23,02:48:00,Location_E,Location_E,minibus,14,mobile_payment,14
211,2024-12-08,18:59:00,Location_C,Location_A,minibus,30,cash,18
212,2024-08-11,10:28:00,Location_D,Location_E,van,50,card,36
213,2024-08-12,17:01:00,Location_E,Location_D,van,30,card,24
214,2024-05-05,08:55:00,Location_B,Location_B,van,14,card,14
215,2024-05-09,16:59:00,Location_A,Location_B,van,14,mobile_payment,14
216,2024-02-22,13:35:00,Location_C,Location_E,minibus,50,card,26
217,2024-06-20,16:48:00,Location_B,Location_A,minibus,50,cash,33
218,2024-08-05,11:59:00,Location_D,Location_B,bus,30,cash,21
219,2024-06-08,19:49:00,Location_C,Location_C,van,50,card,33
220,2024-07-16,02:42:00,Location_E,Location_A,minibus,30,cash,30
221,2024-09-03,17:03:00,Location_C,Location_E,minibus,50,mobile_payment,33
222,2024-11-19,16:49:00,Location_E,Location_C,minibus,30,card,21
223,2024-07-21,04:45:00,Location_B,Location_E,minibus,14,cash,14
224,2024-07-02,09:14:00,Location_A,Location_A,minibus,14,mobile_payment,14
225,2024-05-02,00:15:00,Location_C,Location_D,minibus,14,card,14
226,2024-09-11,10:54:00,Location_A,Location_D,van,14,card,14
227,2024-10-20,19:37:00,Location_A,Location_D,bus,14,card,11
228,2024-10-06,23:53:00,Location_C,Location_A,bus,14,cash,13
229,2024-11-20,15:29:00,Location_C,Location_A,van,50,card,31
230,2024-04-07,01:00:00,Location_A,Location_C,minibus,50,cash,38
231,2024-07-16,23:23:00,Location_D,Location_A,van,50,mobile_payment,42
232,2024-08-27,08:21:00,Location_D,Location_A,minibus,30,mobile_payment,30
233,2024-05-23,11:16:00,Location_C,Location_C,minibus,50,mobile_payment,35
234,2024-04-06,14:29:00,Location_A,Location_C,minibus,50,card,29
235,2024-07-19,18:26:00,Location_A,Location_E,minibus,30,mobile_payment,24
236,2024-05-03,21:09:00,Location_B,Location_B,minibus,30,cash,25
237,2024-07-05,11:45:00,Location_A,Location_B,van,14,cash,12
238,2024-11-21,08:58:00,Location_D,Location_E,van,50,cash,40
239,2024-12-14,12:34:00,Location_B,Location_D,bus,50,cash,40
240,2024-09-15,20:45:00,Location_D,Location_A,minibus,30,cash,21
241,2024-05-27,20:09:00,Location_E,Location_C,van,14,cash,11
242,2024-09-08,15:06:00,Location_C,Location_C,van,50,mobile_payment,32
243,2024-12-11,03:26:00,Location_E,Location_D,minibus,30,card,25
244,2024-05-26,19:54:00,Location_C,Location_C,minibus,30,cash,25
245,2024-05-27,10:47:00,Location_D,Location_D,van,50,mobile_payment,41
246,2024-12-17,19:35:00,Location_D,Location_E,minibus,30,mobile_payment,24
247,2024-07-17,21:53:00,Location_E,Location_D,van,30,cash,16
248,2024-11-03,22:16:00,Location_C,Location_B,bus,50,mobile_payment,37
249,2024-05-07,12:10:00,Location_C,Location_D,minibus,14,cash,14
250,2024-02-08,02:40:00,Location_B,Location_E,bus,50,card,41
251,2024-12-03,05:21:00,Location_A,Location_D,bus,14,cash,14
252,2024-12-25,20:42:00,Location_B,Location_E,bus,30,card,25
253,2024-05-08,15:50:00,Location_D,Location_B,minibus,50,mobile_payment,39
254,2024-09-23,04:45:00,Location_E,Location_A,bus,50,mobile_payment,42
255,2024-05-30,16:34:00,Location_C,Location_E,van,14,cash,11
256,2024-10-24,03:15:00,Location_B,Location_A,van,30,mobile_payment,26
257,2024-04-08,15:20:00,Location_E,Location_E,minibus,50,mobile_payment,40
258,2024-09-19,03:18:00,Location_E,Location_D,minibus,50,card,33
259,2024-09-08,16:44:00,Location_A,Location_A,bus,30,cash,20
260,2024-05-23,21:54:00,Location_C,Location_E,minibus,14,cash,12
261,2024-12-11,23:27:00,Location_E,Location_E,van,50,card,27
262,2024-04-21,00:43:00,Location_C,Location_A,van,30,card,30
263,2024-02-29,03:42:00,Location_B,Location_E,van,50,card,40
264,2024-01-02,04:01:00,Location_E,Location_A,minibus,50,cash,36
265,2024-10-30,16:39:00,Location_E,Location_B,van,50,card,29
266,2024-09-10,05:20:00,Location_B,Location_C,minibus,14,cash,14
267,2024-05-19,08:12:00,Location_C,Location_B,bus,30,card,27
268,2024-02-06,10:15:00,Location_C,Location_A,van,50,mobile_payment,35
269,2024-06-08,15:58:00,Location_E,Location_D,bus,50,cash,44
270,2024-01-09,01:41:00,Location_B,Location_D,van,50,cash,35
271,2024-08-20,11:07:00,Location_D,Location_C,van,14,cash,14
272,2024-04-08,10:41:00,Location_C,Location_A,van,50,mobile_payment,41
273,2024-05-26,12:56:00,Location_D,Location_E,bus,30,mobile_payment,28
274,2024-10-30,16:38:00,Location_E,Location_B,van,14,cash,14
275,2024-07-26,23:02:00,Location_D,Location_B,bus,30,card,14
276,2024-05-10,19:12:00,Location_D,Location_C,minibus,50,cash,27
277,2024-05-31,18:06:00,Location_C,Location_C,van,50,cash,25
278,2024-02-23,08:18:00,Location_E,Location_C,van,14,mobile_payment,14
279,2024-04-29,12:53:00,Location_D,Location_C,bus,50,mobile_payment,38
280,2024-06-09,07:21:00,Location_C,Location_C,van,30,card,29
281,2024-04-25,17:22:00,Location_D,Location_C,minibus,30,card,26
282,2024-03-15,01:49:00,Location_C,Location_E,van,30,cash,27
283,2024-04-22,17:10:00,Location_E,Location_E,minibus,50,cash,32
284,2024-04-13,00:13:00,Location_B,Location_B,minibus,50,card,38
285,2024-12-05,15:10:00,Location_C,Location_B,van,14,cash,14
286,2024-09-10,00:06:00,Location_C,Location_C,van,14,cash,14
287,2024-08-14,15:45:00,Location_D,Location_B,minibus,30,card,27
288,2024-04-21,14:13:00,Location_E,Location_C,minibus,30,card,23
289,2024-04-08,20:42:00,Location_A,Location_E,minibus,14,card,14
290,2024-06-01,15:18:00,Location_A,Location_D,van,14,mobile_payment,14
291,2024-12-14,16:58:00,Location_B,Location_E,bus,30,card,19
292,2024-12-03,05:42:00,Location_E,Location_A,van,14,mobile_payment,14
293,2024-07-12,16:08:00,Location_C,Location_E,bus,50,card,29
294,2024-11-05,17:16:00,Location_A,Location_A,bus,50,card,35
295,2024-06-11,11:22:00,Location_B,Location_B,van,14,mobile_payment,14
296,2024-07-26,21:53:00,Location_E,Location_E,bus,14,mobile_payment,14
297,2024-06-17,04:42:00,Location_B,Location_D,minibus,50,cash,37
298,2024-06-09,03:58:00,Location_A,Location_E,van,50,cash,35
299,2024-03-08,03:02:00,Location_D,Location_E,bus,30,cash,27
300,2024-10-15,23:54:00,Location_D,Location_E,minibus,14,mobile_payment,14
301,2024-10-03,16:38:00,Location_E,Location_C,bus,50,card,28
302,2024-10-30,03:54:00,Location_B,Location_E,bus,14,mobile_payment,14
303,2024-05-14,12:11:00,Location_C,Location_E,minibus,50,card,30
304,2024-07-13,00:20:00,Location_A,Location_D,minibus,50,card,35
305,2024-05-07,18:20:00,Location_D,Location_A,van,14,card,14
306,2024-02-02,19:17:00,Location_D,Location_A,bus,30,cash,25
307,2024-06-24,10:51:00,Location_B,Location_D,van,50,mobile_payment,39
308,2024-01-22,02:48:00,Location_D,Location_B,van,14,mobile_payment,14
309,2024-08-25,11:31:00,Location_B,Location_E,bus,50,cash,32
310,2024-06-06,09:39:00,Location_A,Location_B,bus,14,card,14
311,2024-02-07,14:04:00,Location_B,Location_D,van,14,cash,12
312,2024-08-17,03:57:00,Location_D,Location_B,minibus,50,card,42
313,2024-12-30,20:51:00,Location_B,Location_A,van,30,cash,19
314,2024-02-20,18:52:00,Location_D,Location_C,bus,50,mobile_payment,37
315,2024-09-20,03:14:00,Location_E,Location_B,minibus,50,cash,38
316,2024-10-09,16:43:00,Location_D,Location_C,van,30,mobile_payment,30
317,2024-01-27,02:09:00,Location_D,Location_B,bus,30,card,26
318,2024-08-13,14:41:00,Location_D,Location_D,minibus,14,cash,10
319,2024-10-03,23:22:00,Location_E,Location_C,minibus,14,cash,6
320,2024-10-12,17:00:00,Location_C,Location_B,minibus,30,cash,19
321,2024-04-06,02:52:00,Location_D,Location_D,bus,30,cash,30
322,2024-10-10,11:00:00,Location_C,Location_A,van,50,mobile_payment,37
323,2024-11-12,02:02:00,Location_A,Location_E,bus,30,mobile_payment,30
324,2024-10-30,04:18:00,Location_B,Location_D,bus,50,cash,32
325,2024-05-26,00:35:00,Location_C,Location_D,minibus,50,mobile_payment,42
326,2024-01-04,03:48:00,Location_A,Location_A,van,50,cash,40
327,2024-02-04,13:49:00,Location_B,Location_C,minibus,30,mobile_payment,27
328,2024-07-10,00:21:00,Location_D,Location_B,bus,30,mobile_payment,30
329,2024-02-18,15:02:00,Location_D,Location_C,minibus,50,mobile_payment,33
330,2024-01-17,22:20:00,Location_D,Location_D,bus,30,cash,21
331,2024-06-20,08:22:00,Location_E,Location_B,bus,14,cash,14
332,2024-08-07,03:20:00,Location_E,Location_E,bus,14,mobile_payment,14
333,2024-06-06,04:42:00,Location_E,Location_E,minibus,50,card,33
334,2024-02-15,20:25:00,Location_E,Location_B,van,30,mobile_payment,25
335,2024-01-06,08:57:00,Location_A,Location_D,minibus,14,cash,14
336,2024-04-08,02:37:00,Location_A,Location_A,bus,50,card,37
337,2024-08-20,23:10:00,Location_D,Location_C,minibus,14,cash,12
338,2024-02-06,08:28:00,Location_B,Location_C,bus,50,card,32
339,2024-10-06,14:54:00,Location_E,Location_A,van,50,card,32
340,2024-12-14,02:00:00,Location_B,Location_A,van,50,cash,34
341,2024-10-28,19:53:00,Location_A,Location_E,bus,14,mobile_payment,14
342,2024-06-29,18:45:00,Location_E,Location_A,van,50,cash,29
343,2024-04-04,16:21:00,Location_A,Location_B,bus,50,cash,25
344,2024-04-08,13:48:00,Location_A,Location_E,minibus,14,mobile_payment,14
345,2024-07-06,13:43:00,Location_C,Location_D,minibus,50,mobile_payment,41
346,2024-04-25,15:32:00,Location_A,Location_E,van,14,card,10
347,2024-07-09,12:37:00,Location_D,Location_E,van,50,card,31
348,2024-09-09,16:11:00,Location_A,Location_C,bus,30,mobile_payment,25
349,2024-06-09,22:50:00,Location_E,Location_A,van,30,cash,15
350,2024-09-12,05:38:00,Location_D,Location_B,van,14,mobile_payment,14
351,2024-11-18,00:32:00,Location_A,Location_A,van,50,mobile_payment,48
352,2024-05-07,04:05:00,Location_D,Location_C,bus,14,mobile_payment,14
353,2024-01-18,15:30:00,Location_A,Location_A,minibus,50,cash,32
354,2024-10-07,15:45:00,Location_D,Location_B,bus,14,cash,14
355,2024-08-10,00:12:00,Location_B,Location_A,bus,30,card,30
356,2024-02-23,19:09:00,Location_C,Location_C,van,14,mobile_payment,14
357,2024-02-27,23:09:00,Location_D,Location_B,minibus,30,mobile_payment,27
358,2024-11-18,08:30:00,Location_E,Location_A,bus,30,cash,30
359,2024-12-25,12:02:00,Location_C,Location_C,van,30,mobile_payment,27
360,2024-06-22,17:51:00,Location_C,Location_C,bus,14,cash,14
361,2024-10-06,01:48:00,Location_A,Location_E,van,14,card,14
362,2024-04-23,18:22:00,Location_D,Location_B,minibus,30,card,23
363,2024-10-14,12:31:00,Location_C,Location_B,minibus,14,card,14
364,2024-12-07,12:32:00,Location_E,Location_A,van,50,cash,34
365,2024-05-30,01:32:00,Location_E,Location_E,bus,30,cash,29
366,2024-05-06,23:04:00,Location_E,Location_B,bus,50,mobile_payment,32
367,2024-06-03,23:02:00,Location_A,Location_C,minibus,30,card,22
368,2024-09-29,06:23:00,Location_B,Location_B,bus,50,cash,38
369,2024-04-13,21:44:00,Location_D,Location_E,van,30,card,21
370,2024-10-25,22:29:00,Location_C,Location_D,van,30,card,19
371,2024-09-02,17:31:00,Location_D,Location_C,van,30,card,22
372,2024-06-24,23:52:00,Location_C,Location_B,minibus,14,mobile_payment,14
373,2024-02-08,06:32:00,Location_A,Location_C,minibus,50,cash,32
374,2024-06-18,04:48:00,Location_D,Location_A,minibus,30,cash,26
375,2024-09-03,07:14:00,Location_A,Location_C,van,14,cash,14
376,2024-01-26,19:03:00,Location_A,Location_B,minibus,30,mobile_payment,24
377,2024-12-20,01:04:00,Location_D,Location_A,van,50,mobile_payment,42
378,2024-11-01,00:56:00,Location_D,Location_A,bus,30,mobile_payment,30
379,2024-01-13,04:37:00,Location_C,Location_A,minibus,14,mobile_payment,14
380,2024-11-11,01:57:00,Location_E,Location_D,bus,30,cash,22
381,2024-11-08,00:03:00,Location_A,Location_D,bus,30,mobile_payment,30
382,2024-02-05,06:53:00,Location_B,Location_A,minibus,30,cash,24
383,2024-06-21,00:32:00,Location_C,Location_B,minibus,30,card,29
384,2024-01-20,07:19:00,Location_C,Location_A,bus,14,cash,14
385,2024-11-16,15:20:00,Location_E,Location_A,bus,30,card,23
